Cantico,Canto,Terzetto,Original,Translation
Purgatorio,33,19,"e con tranquillo aspetto “Vien più tosto”, mi disse, “tanto che, s’io parlo teco, ad ascoltarmi tu sie ben disposto”.","e con l’aspetto tranquillo mi disse: «Cammina più rapidamente, così, se io parlo con te, tu puoi ascoltarmi meglio»."
Purgatorio,33,22,"Sì com’io fui, com’io dovea, seco, dissemi: “Frate, perché non t’attenti a domandarmi omai venendo meco?”.","Non appena fui accanto a lei, come dovevo, mi disse: «O fratello, perché non provi a farmi domande, se ormai vieni con me?»."
Purgatorio,33,25,"Come a color che troppo reverenti dinanzi a suo maggior parlando sono, che non traggon la voce viva ai denti.","Come coloro che, parlando davanti a un loro superiore, sono troppo rispettosi, tanto che non riescono a parlare chiaramente,"
Purgatorio,33,28,"avvenne a me, che sanza intero suono incominciai: “Madonna, mia bisogna voi conoscete, e ciò ch’ad essa è buono”.","così avvenne a me, che incominciai a voce bassa: «O madonna, voi conoscete ciò che io devo sapere e ciò che serve per rispondermi»."
Purgatorio,33,31,"Ed ella a me: “Da tema e da vergogna voglio che tu omai ti disviluppe, sì che non parli più com’om che sogna.","Ed ella a me: «Voglio che tu ormai ti sciolga dal timore e dalla vergogna, così che tu non parli più come un uomo che sogna ."
Purgatorio,33,34,"Sappi che ‘l vaso che ‘l serpente ruppe fu e non è; ma chi n’ha colpa, creda che vendetta di Dio non teme suppe.","Sappi che il vaso , che il serpente ruppe, una volta fu integro, ma ora non lo è più. Ma chi ne ha colpa stia certo che la vendetta di Dio non teme la [prova del]le zuppe ."
Purgatorio,33,37,"Non sarà tutto tempo sanza reda l’aguglia che lasciò le penne al carro, per che divenne mostro e poscia preda;","Non resterà per sempre senza eredi l’aquila che lasciò le sue penne sul carro, per le quali esso prima divenne mostro e poi preda."
Purgatorio,33,40,"ch’io veggio certamente, e però il narro, a darne tempo già stelle propinque, secure d’ogn’intoppo e d’ogni sbarro,","Io vedo con certezza assoluta [in Dio] che le costellazioni vicine , libere da ogni intoppo e da ogni ostacolo, porteranno il tempo"
Purgatorio,33,43,"nel quale un cinquecento diece e cinque, messo di Dio, anciderà la fuia con quel gigante che con lei delinque.","in cui un cinquecento dieci e cinque, inviato da Dio, ucciderà la meretrice con quel gigante che pecca con lei."
Purgatorio,33,46,"E forse che la mia narrazion buia, qual Temi e Sfinge, men ti persuade, perch’a lor modo lo ‘ntelletto attuia;","Forse la mia predizione oscura, come quelle di Temi e della Sfinge, ti persuade poco, perché come queste è incomprensibile."
Purgatorio,33,49,"ma tosto fier li fatti le Naiade, che solveranno questo enigma forte sanza danno di pecore o di biade.","Ma ben presto i fatti diventeranno le Naiadi, che chiariranno questo grande enigma senza danno per le pecore e per i raccolti ."
Purgatorio,33,52,"Tu nota; e sì come da me son porte, così queste parole segna a’ vivi del viver ch’è un correre a la morte.","Tu prendi nota. E, come da me sono dette, così queste parole consegna ai vivi, la cui vita è un correre verso la morte."
Purgatorio,33,55,"E aggi a mente, quando tu le scrivi, di non celar qual hai vista la pianta ch’è or due volte dirubata quivi.","Quando tu le scriverai, ricòrdati di non nascondere come hai visto la pianta che ora qui è stata due volte derubata."
Purgatorio,33,58,"Qualunque ruba quella o quella schianta, con bestemmia di fatto offende a Dio, che solo a l’uso suo la creò santa.","Chiunque la derubi o ne spezzi i rami, con un’azione sacrilega reca offesa a Dio, che la consacrò soltanto per i fini da Lui prestabiliti."
Purgatorio,33,61,"Per morder quella, in pena e in disio cinquemilia anni e più l’anima prima bramò colui che ‘l morso in sé punio.","Per aver morso il frutto di quella pianta, in pena [sulla terra] e in desiderio [nel limbo] per più di cinquemila anni Adamo ed Eva bramarono ardentemente [la venuta di] colui , che punì su di sé quel morso."
Purgatorio,33,64,"Dorme lo ‘ngegno tuo, se non estima per singular cagione esser eccelsa lei tanto e sì travolta ne la cima.","Il tuo ingegno è addormentato, se non comprende che essa per un motivo singolare è tanto eccelsa ed ha fronde e rami rovesciati."
Purgatorio,33,67,"E se stati non fossero acqua d’Elsa li pensier vani intorno a la tua mente, e ‘l piacer loro un Piramo a la gelsa,","E, se i pensieri vani non fossero intorno alla tua mente come l’acqua del fiume Elsa [che produce incrostazioni] e se il piacere di questi pensieri non fosse come il sangue di Piramo sul gelso,"
Purgatorio,33,70,"per tante circostanze solamente la giustizia di Dio, ne l’interdetto, conosceresti a l’arbor moralmente.","solamente per tali circostanze avresti capito che, nel divieto [di toccarlo], l’albero indicava la giustizia di Dio dal punto di vista morale."
Purgatorio,33,73,"Ma perch’io veggio te ne lo ‘ntelletto fatto di pietra e, impetrato, tinto, sì che t’abbaglia il lume del mio detto,","Ma, poiché io vedo che il tuo intelletto come pietra fa fatica a capire e che per la sua durezza è pieno di oscurità, così che ti abbaglia la luce delle mie parole,"
Purgatorio,33,76,"voglio anco, e se non scritto, almen dipinto, che ‘l te ne porti dentro a te per quello che si reca il bordon di palma cinto”.","voglio anche che tu le porti dentro di te, se non scritte, almeno dipinte, per lo stesso motivo per cui [a ricordo del pellegrinaggio] si porta il bastone cinto [con un ramo] di palma»."
Purgatorio,33,79,"E io: “Sì come cera da suggello, che la figura impressa non trasmuta, segnato è or da voi lo mio cervello.","Ed io: «Così come la cera è segnata dal sigillo, che non modifica la figura impressa, il mio cervello è ora segnato da voi."
Purgatorio,33,82,"Ma perché tanto sovra mia veduta vostra parola disiata vola, che più la perde quanto più s’aiuta?”.","Ma per quale motivo la vostra parola, da me desiderata, vola tanto alta sopra la mia capacità [di comprendere], che quanto più si sforza [di capire] tanto più è incapace [di farlo]?»."
Purgatorio,33,85,"“Perché conoschi”, disse, “quella scuola c’hai seguitata, e veggi sua dottrina come può seguitar la mia parola;",«Affinché tu possa conoscere» disse «quella scuola che hai seguìto e veda come la sua dottrina [non] possa stare dietro alla mia parola;
Purgatorio,33,88,"e veggi vostra via da la divina distar cotanto, quanto si discorda da terra il ciel che più alto festina”.",e [affinché] tu veda come la via della sapienza umana tanto si discosti dalla sapienza divina e quanto sia lontano dalla terra il cielo che gira più veloce.»
Purgatorio,33,91,"Ond’io rispuosi lei: “Non mi ricorda ch’i’ straniasse me già mai da voi, né honne coscienza che rimorda”.","Perciò io risposi: «Non ricordo di essermi mai allontanato da voi, né di ciò ho la coscienza che mi possa rimordere»."
Purgatorio,33,94,"“E se tu ricordar non te ne puoi”, sorridendo rispuose, “or ti rammenta come bevesti di Letè ancoi;","«Se tu non te ne puoi ricordare» mi rispose sorridendo, «ricorda almeno che oggi hai bevuto l’acqua del fiume Letè."
Purgatorio,33,97,"e se dal fummo foco s’argomenta, cotesta oblivion chiaro conchiude colpa ne la tua voglia altrove attenta.","E, se dal fumo si deduce che c’è il fuoco, questa rimozione del ricordo dimostra chiaramente che c’è colpa nella tua volontà, che è rivolta altrove ."
Purgatorio,33,100,"Veramente oramai saranno nude le mie parole, quanto converrassi quelle scovrire a la tua vista rude”.","Ma d’ora in poi le mie parole saranno comprensibili, quando sarà necessario che io le esprima chiaramente alla tua mente dura [a capire].»"
Purgatorio,33,103,"E più corusco e con più lenti passi teneva il sole il cerchio di merigge, che qua e là, come li aspetti, fassi","Il sole si manteneva più splendente e a passi più lenti sul cerchio di mezzogiorno , che si sposta in relazione a chi lo guarda,"
Purgatorio,33,106,"quando s’affisser, sì come s’affigge chi va dinanzi a gente per iscorta se trova novitate o sue vestigge,",quando si fermarono
Purgatorio,33,109,"le sette donne al fin d’un’ombra smorta, qual sotto foglie verdi e rami nigri sovra suoi freddi rivi l’Alpe porta.","le sette donne al margine di un’ombra smorta, simile a quella che la montagna proietta sopra i suoi freschi ruscelli, [che scorrono] sotto le foglie verdi ed i rami oscuri."
Purgatorio,33,112,"Dinanzi ad esse Eufratès e Tigri veder mi parve uscir d’una fontana, e, quasi amici, dipartirsi pigri.","Davanti ad esse mi parve di vedere uscire l’Eufrate ed il Tigri da una fontana e, come due amici, separarsi lentamente."
Purgatorio,33,115,"“O luce, o gloria de la gente umana, che acqua è questa che qui si dispiega da un principio e sé da sé lontana?”.","«O luce, o gloria dell’umanità, che acqua è questa che sgorga da un’unica fonte e che poi si divide?»"
Purgatorio,33,118,"Per cotal priego detto mi fu: “Priega Matelda che ‘l ti dica”. E qui rispuose, come fa chi da colpa si dislega,",A tale preghiera Beatrice mi rispose in questo modo: «Prega Matelda che te lo dica». La bella donna mi rispose come fa
Purgatorio,33,121,la bella donna: “Questo e altre cose dette li son per me; e son sicura che l’acqua di Letè non gliel nascose”.,"chi si discolpa: «Gli ho detto questa ed altre cose, e sono sicura che l’acqua del fiume Letè non gliele ha fatte dimenticare»."
Purgatorio,33,124,"E Beatrice: “Forse maggior cura, che spesse volte la memoria priva, fatt’ha la mente sua ne li occhi oscura.","E Beatrice: «Forse la maggiore attenzione, che spesso spegne la memoria, ha reso ciechi gli occhi della sua mente."
Purgatorio,33,127,"Ma vedi Eunoè che là diriva: menalo ad esso, e come tu se’ usa, la tramortita sua virtù ravviva”.","Ma vedi il fiume Eunoè che scorre laggiù: conducilo alle sue acque e, come sei solita fare, ravviva la sua memoria, che ora è tramortita»."
Purgatorio,33,130,"Come anima gentil, che non fa scusa, ma fa sua voglia de la voglia altrui tosto che è per segno fuor dischiusa;","Come un’anima gentile, che non cerca pretesti ma che fa sua la volontà di altri, non appena qualche segno gliela rende manifesta;"
Purgatorio,33,133,"così, poi che da essa preso fui, la bella donna mossesi, e a Stazio donnescamente disse: “Vien con lui”.",così la bella donna mi prese per mano e si mosse. A Stazio con grazia femminile disse: «Vieni con lui».
Purgatorio,33,136,"S’io avessi, lettor, più lungo spazio da scrivere, i’ pur cantere’ in parte lo dolce ber che mai non m’avrìa sazio;","O lettore, se io avessi uno spazio maggiore per scrivere, canterei anche in parte la dolcezza di quell’acqua, che non mi avrebbe mai saziato."
Purgatorio,33,139,"ma perché piene son tutte le carte ordite a questa cantica seconda, non mi lascia più ir lo fren de l’arte.","Ma, poiché sono piene tutte le pagine destinate a questa seconda cantica, il freno dell’arte poetica m’impedisce di procedere oltre."
Purgatorio,33,142,"Io ritornai da la santissima onda rifatto sì come piante novelle rinnovellate di novella fronda,","Io ritornai [al fianco di Beatrice] rinnovato da quella santissima onda, così come le giovani piante sono rinnovate dalle nuove fronde,"
Purgatorio,33,145,puro e disposto a salire alle stelle.,[con l’animo] puro e disposto a salire alle stelle.
Paradiso,1,1,"La gloria di colui che tutto move per l’universo penetra, e risplende in una parte più e meno altrove.","La gloria di colui , che muove tutto, per l’universo penetra e risplende più in una parte e meno altrove."
Paradiso,1,4,"Nel ciel che più de la sua luce prende fu’ io, e vidi cose che ridire né sa né può chi di là sù discende;","Io fui nel cielo , che più prende della sua luce, e vidi cose, che né sa né può ridire chi discende di lassù,"
Paradiso,1,7,"perché appressando sé al suo disire, nostro intelletto si profonda tanto, che dietro la memoria non può ire.","perché il nostro intelletto, avvicinandosi al suo desiderio, si sprofonda tanto, che la memoria non gli può andar dietro."
Paradiso,1,10,"Veramente quant’io del regno santo ne la mia mente potei far tesoro, sarà ora materia del mio canto.",Ma quanto del santo regno io potei far tesoro nella mia memoria sarà ora materia del mio canto.
Paradiso,1,13,"O buono Appollo, a l’ultimo lavoro fammi del tuo valor sì fatto vaso, come dimandi a dar l’amato alloro.","O buon Apollo, all’ultimo lavoro fammi così fatto vaso del tuo valore [poetico], come comandi per dare l’amato alloro."
Paradiso,1,16,Infino a qui l’un giogo di Parnaso assai mi fu; ma or con amendue m’è uopo intrar ne l’aringo rimaso.,Fin qui mi bastò un giogo di Parnaso ; ma ora mi è necessario entrare con ambedue nell’impresa rimasta.
Paradiso,1,19,"Entra nel petto mio, e spira tue sì come quando Marsia traesti de la vagina de le membra sue.","Entra nel mio petto, e spira tu così, come quando traesti Marsia dalla vagina delle sue membra."
Paradiso,1,22,"O divina virtù, se mi ti presti tanto che l’ombra del beato regno segnata nel mio capo io manifesti,","O divina virtù, se ti concedi tanto a me, che io manifesti l’ombra del beato regno, che è segnata nel mio capo,"
Paradiso,1,25,"vedra’mi al piè del tuo diletto legno venire, e coronarmi de le foglie che la materia e tu mi farai degno.","mi vedrai venire al piè del tuo diletto legno e incoronarmi delle foglie, che la materia [del canto] e tu mi farete degno."
